noc_2011_code,census_year,noc_2011_description,bc_low_wage,bc_median_wage,bc_high_wage,bc_data_source,bc_reference_period,bc_annual_wage,vic_low_wage,vic_median_wage,vic_high_wage,vic_data_source,vic_reference_period,vic_annual_wage,msw_low_wage,msw_median_wage,msw_high_wage,msw_data_source,msw_reference_period,msw_annual_wage,tok_low_wage,tok_median_wage,tok_high_wage,tok_data_source,tok_reference_period,tok_annual_wage,kot_low_wage,kot_median_wage,kot_high_wage,kot_data_source,kot_reference_period,kot_annual_wage,car_low_wage,car_median_wage,car_high_wage,car_data_source,car_reference_period,car_annual_wage,north_coast_low_wage,north_coast_median_wage,north_coast_high_wage,north_coast_data_source,north_coast_reference_period,north_coast_annual_wage,nechako_low_wage,nechako_median_wage,nechako_high_wage,nechako_data_source,nechako_reference_period,nechako_annual_wage,ne_coast_low_wage,ne_median_wage,ne_high_wage,ne_data_source,ne_reference_period,ne_annual_wage
1123.0,2011,"Professional occupations in advertising, marketing and public relations",14.0,25.0,43.59,Labour Force Survey,2012-2013,HOUR,14.0,25.0,43.59,Labour Force Survey,2012-2013,HOUR,14.0,24.04,43.27,Labour Force Survey,2012-2013,HOUR,14.0,25.0,43.59,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,14.0,26.0,43.27,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1211.0,2011,"Supervisors, general office and administrative support workers",16.0,22.5,31.28,Labour Force Survey,2012-2013,HOUR,16.0,22.5,31.28,Labour Force Survey,2012-2013,HOUR,15.82,21.63,26.0,Labour Force Survey,2012-2013,HOUR,15.0,22.0,30.77,Labour Force Survey - Statistics Canada,2011-2012,HOUR,15.0,22.0,30.77,Labour Force Survey - Statistics Canada,2011-2012,HOUR,15.0,22.0,30.77,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1212.0,2011,"Supervisors, finance and insurance office workers",18.27,25.0,35.58,Labour Force Survey,2012-2013,HOUR,18.27,25.0,35.58,Labour Force Survey,2012-2013,HOUR,18.51,25.64,35.58,Labour Force Survey,2012-2013,HOUR,17.23,24.62,35.58,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,17.23,24.62,35.58,Labour Force Survey - Statistics Canada,2011-2012,HOUR
1213.0,2011,"Supervisors, library, correspondence and related information workers",15.0,18.46,29.81,Labour Force Survey,2012-2013,HOUR,15.0,18.46,29.81,Labour Force Survey,2012-2013,HOUR,15.0,18.46,29.81,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1214.0,2011,"Supervisors, mail and message distribution occupations",16.0,22.0,30.77,Labour Force Survey,2012-2013,HOUR,16.0,22.0,30.77,Labour Force Survey,2012-2013,HOUR,16.0,22.0,30.77,Labour Force Survey,2012-2013,HOUR,15.5,27.68,31.06,Employment Insurance Data,2011-2012,HOUR,15.5,27.68,31.06,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1215.0,2011,"Supervisors, supply chain, tracking and scheduling co-ordination occupations",13.2,23.0,38.0,Labour Force Survey,2012-2013,HOUR,14.5,21.75,41.35,Labour Force Survey - Statistics Canada,2011-2012,HOUR,14.0,23.0,39.28,Labour Force Survey,2012-2013,HOUR,13.2,23.0,38.0,Labour Force Survey,2012-2013,HOUR,14.5,21.75,41.35,Labour Force Survey - Statistics Canada,2011-2012,HOUR,13.0,16.0,31.56,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1221.0,2011,Administrative officers,14.5,21.0,31.0,Labour Force Survey,2012-2013,HOUR,14.08,21.0,29.13,Labour Force Survey,2012-2013,HOUR,15.0,21.43,32.0,Labour Force Survey,2012-2013,HOUR,14.0,19.5,30.0,Labour Force Survey,2012-2013,HOUR,14.0,20.0,30.9724,Employment Insurance Data,2012-2013,HOUR,14.5,21.0,31.0,Labour Force Survey,2012-2013,HOUR,14.5,21.0,31.0,Labour Force Survey,2012-2013,HOUR,10.25,19.012,40.0609,National Household Survey,2011,HOUR,17.5,23.0,32.0,Employment Insurance Data,2012-2013,HOUR
1222.0,2011,Executive assistants,15.0,26.3,33.65,Labour Force Survey,2012-2013,HOUR,15.0,26.3,33.65,Labour Force Survey,2012-2013,HOUR,15.0,26.67,33.65,Labour Force Survey,2012-2013,HOUR,15.0,26.3,33.65,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,15.0,26.3,33.65,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1223.0,2011,Human resources and recruitment officers,13.5,25.0,38.97,Labour Force Survey,2012-2013,HOUR,13.5,25.0,38.97,Labour Force Survey,2012-2013,HOUR,12.0,25.0,40.87,Labour Force Survey,2012-2013,HOUR,15.38,27.0,36.94,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1224.0,2011,Property administrators,11.0,20.0,32.0,Labour Force Survey,2012-2013,HOUR,11.0,20.0,32.0,Labour Force Survey,2012-2013,HOUR,11.25,20.83,32.97,Labour Force Survey,2012-2013,HOUR,10.349,27.865,46.3834,National Household Survey,2011,HOUR,11.0,20.0,32.0,Labour Force Survey,2012-2013,HOUR,11.0,21.0,34.13,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,11.0,21.0,34.13,Labour Force Survey - Statistics Canada,2011-2012,HOUR
1225.0,2011,Purchasing agents and officers,14.06,25.0,36.06,Labour Force Survey,2012-2013,HOUR,14.06,25.0,36.06,Labour Force Survey,2012-2013,HOUR,14.06,25.0,36.71,Labour Force Survey,2012-2013,HOUR,17.092,24.573,41.9931,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,14.06,25.0,36.06,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,14.06,25.0,34.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR
1226.0,2011,Conference and event planners,13.0,24.0,31.32,Labour Force Survey,2012-2013,HOUR,13.0,24.0,31.32,Labour Force Survey,2012-2013,HOUR,11.25,24.0,30.68,Labour Force Survey,2012-2013,HOUR,13.0,24.0,31.32,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1227.0,2011,Court officers and justices of the peace,21.906,31.576,54.6148,National Household Survey,2011,HOUR,17.32,24.04,25.33,2006 Census - Statistics Canada,2006,HOUR,22.795,34.45,59.6993,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1228.0,2011,"Employment insurance, immigration, border services and revenue officers",20.0,29.74,35.9,Labour Force Survey,2012-2013,HOUR,20.0,29.74,35.9,Labour Force Survey,2012-2013,HOUR,20.0,29.74,34.36,Labour Force Survey,2012-2013,HOUR,20.0,29.74,35.9,Labour Force Survey,2012-2013,HOUR,20.87,35.7,46.07,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1241.0,2011,Administrative assistants,12.0,20.47,30.25,Labour Force Survey,2012-2013,HOUR,12.0,20.47,30.25,Labour Force Survey,2012-2013,HOUR,12.69,21.43,32.0,Labour Force Survey,2012-2013,HOUR,12.0,20.47,30.25,Labour Force Survey,2012-2013,HOUR,12.0,20.47,30.25,Labour Force Survey,2012-2013,HOUR,13.0,20.28,24.46,Employment Insurance Data,2012-2013,HOUR,10.5,19.69,25.0,Employment Insurance Data,2012-2013,HOUR,12.0,21.77,25.0,Employment Insurance Data,2012-2013,HOUR,15.0,21.0,25.99,Employment Insurance Data,2012-2013,HOUR
1242.0,2011,Legal administrative assistants,12.662,23.246,34.3439,National Household Survey,2011,HOUR,12.087,22.006,29.5103,National Household Survey,2011,HOUR,12.262,26.121,36.4651,National Household Survey,2011,HOUR,15.0,21.0,28.4281,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,10.25,19.0,27.47,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1243.0,2011,Medical administrative assistants,16.0,20.0,25.0,Labour Force Survey,2011-2012,HOUR,16.0,20.0,25.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,16.0,20.0,25.0,Labour Force Survey,2011-2012,HOUR,16.83,21.03,23.37,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1251.0,2011,"Court reporters, medical transcriptionists and related occupations",15.5,20.55,22.5,Employment Insurance Data,2012-2013,HOUR,15.5,20.55,22.5,Employment Insurance Data,2012-2013,HOUR,20.0,21.17,22.5,Employment Insurance Data,2012-2013,HOUR,15.5,20.55,22.5,Employment Insurance Data,2012-2013,HOUR,15.0,20.55,24.0,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1252.0,2011,Health information management occupations,16.0,22.5,31.28,Labour Force Survey,2012-2013,HOUR,16.0,22.5,31.28,Labour Force Survey,2012-2013,HOUR,15.82,21.63,26.0,Labour Force Survey,2012-2013,HOUR,15.0,22.0,30.77,Labour Force Survey - Statistics Canada,2011-2012,HOUR,15.0,22.0,30.77,Labour Force Survey - Statistics Canada,2011-2012,HOUR,15.0,22.0,30.77,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1253.0,2011,Records management technicians,10.8,19.25,30.77,Labour Force Survey,2012-2013,HOUR,10.8,19.25,30.77,Labour Force Survey,2012-2013,HOUR,10.8,19.87,35.34,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,10.25,18.0,28.75,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1254.0,2011,Statistical officers and related research support occupations,20.9247,33.08,41.72,Employment Insurance Data,2012-2013,HOUR,20.9247,33.08,41.72,Employment Insurance Data,2012-2013,HOUR,21.9211,34.9567,41.72,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1311.0,2011,Accounting technicians and bookkeepers,11.0,19.0,30.0,Labour Force Survey,2012-2013,HOUR,13.0,19.23,33.33,Labour Force Survey,2012-2013,HOUR,10.86,19.0,29.5,Labour Force Survey,2012-2013,HOUR,11.0,19.0,30.0,Labour Force Survey,2012-2013,HOUR,11.0,19.0,30.0,Labour Force Survey,2012-2013,HOUR,11.0,19.0,30.0,Labour Force Survey,2012-2013,HOUR,12.73,18.557,43.3125,National Household Survey,2011,HOUR,11.0,19.0,30.0,Labour Force Survey,2012-2013,HOUR,10.28,18.46,29.5,Labour Force Survey - Statistics Canada,2011-2012,HOUR
1312.0,2011,Insurance adjusters and claims examiners,16.21,26.0,42.67,Labour Force Survey,2012-2013,HOUR,16.21,26.0,42.67,Labour Force Survey,2012-2013,HOUR,18.97,28.57,45.05,Labour Force Survey,2012-2013,HOUR,16.21,28.21,42.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,16.21,28.21,42.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,16.21,28.21,42.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1313.0,2011,Insurance underwriters,18.779,27.707,46.7345,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,18.84,28.545,52.3857,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1314.0,2011,"Assessors, valuators and appraisers",17.0,26.6421,37.8279,Employment Insurance Data,2012-2013,HOUR,17.0,26.6421,37.8279,Employment Insurance Data,2012-2013,HOUR,17.0,26.6421,37.8279,Employment Insurance Data,2012-2013,HOUR,17.0,26.6421,37.8279,Employment Insurance Data,2012-2013,HOUR,16.84,21.84,36.15,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1315.0,2011,"Customs, ship and other brokers",10.733,21.569,39.0,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,10.722,21.489,36.8799,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1411.0,2011,General office support workers,11.25,18.31,28.75,Labour Force Survey,2012-2013,HOUR,11.25,18.31,28.75,Labour Force Survey,2012-2013,HOUR,11.1,18.31,28.75,Labour Force Survey,2012-2013,HOUR,11.25,18.31,28.75,Labour Force Survey,2012-2013,HOUR,11.25,18.31,28.75,Labour Force Survey,2012-2013,HOUR,11.25,18.31,28.75,Labour Force Survey,2012-2013,HOUR,11.25,18.31,28.75,Labour Force Survey,2012-2013,HOUR,11.25,18.31,28.75,Labour Force Survey,2012-2013,HOUR,11.25,18.31,28.75,Labour Force Survey,2012-2013,HOUR
1414.0,2011,Receptionists,10.75,16.0,23.5,Labour Force Survey,2012-2013,HOUR,12.0,16.1,24.0,Labour Force Survey,2012-2013,HOUR,11.0,16.0,24.0,Labour Force Survey,2012-2013,HOUR,10.25,16.5,22.52,Labour Force Survey,2012-2013,HOUR,10.75,16.0,23.5,Labour Force Survey,2012-2013,HOUR,10.75,16.0,23.5,Labour Force Survey,2012-2013,HOUR,12.03,16.0,20.7,Employment Insurance Data,2012-2013,HOUR,12.0,14.94,20.0,Employment Insurance Data,2012-2013,HOUR,14.0,17.15,21.61,Employment Insurance Data,2012-2013,HOUR
1415.0,2011,Personnel clerks,13.0,21.59,24.04,Labour Force Survey,2012-2013,HOUR,13.0,21.59,24.04,Labour Force Survey,2012-2013,HOUR,13.0,21.59,24.04,Labour Force Survey,2012-2013,HOUR,13.0,21.59,24.04,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,14.93,21.59,28.03,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1416.0,2011,Court clerks,18.22,24.26,30.625,National Household Survey,2011,HOUR,19.48,20.46,54.72,2006 Census - Statistics Canada,2006,HOUR,21.211,24.314,28.186,National Household Survey,2011,HOUR,16.85,20.45,22.85,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1422.0,2011,Data entry clerks,12.0,17.5,23.08,Labour Force Survey,2012-2013,HOUR,12.0,17.5,23.08,Labour Force Survey,2012-2013,HOUR,12.0,17.31,22.6,Labour Force Survey,2012-2013,HOUR,12.0,17.5,23.08,Labour Force Survey,2012-2013,HOUR,11.5,17.31,24.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,11.5,17.31,24.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1423.0,2011,Desktop publishing operators and related occupations,14.2,25.07,50.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,15.0,27.6214,50.0,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1431.0,2011,Accounting and related clerks,14.0,20.0,26.15,Labour Force Survey,2012-2013,HOUR,15.0,21.0,28.0,Labour Force Survey,2012-2013,HOUR,14.0,20.0,25.83,Labour Force Survey,2012-2013,HOUR,14.0,17.5,25.64,Labour Force Survey,2012-2013,HOUR,12.992,18.587,35.5698,National Household Survey,2011,HOUR,14.0,20.0,26.15,Labour Force Survey,2012-2013,HOUR,14.0,20.0,26.15,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,14.0,20.0,26.15,Labour Force Survey,2012-2013,HOUR
1432.0,2011,Payroll clerks,14.0,24.0,31.29,Labour Force Survey,2012-2013,HOUR,14.0,24.0,31.29,Labour Force Survey,2012-2013,HOUR,14.0,23.08,33.75,Labour Force Survey,2012-2013,HOUR,14.0,24.0,31.29,Labour Force Survey,2012-2013,HOUR,14.0,24.0,31.29,Labour Force Survey,2012-2013,HOUR,14.0,24.0,31.29,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,15.0,23.74,30.29,Labour Force Survey - Statistics Canada,2011-2012,HOUR
1434.0,2011,"Banking, insurance and other financial clerks",12.5,17.5,29.3,Labour Force Survey,2012-2013,HOUR,12.5,17.5,29.3,Labour Force Survey,2012-2013,HOUR,12.0,17.1,30.0,Labour Force Survey,2012-2013,HOUR,12.5,17.5,29.3,Labour Force Survey,2012-2013,HOUR,12.0,17.31,23.12,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1435.0,2011,Collectors,10.63,23.56,28.0,Labour Force Survey,2012-2013,HOUR,10.25,14.07,24.0,Employment Insurance Data,2011-2012,HOUR,10.63,23.56,28.0,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1451.0,2011,Library assistants and clerks,15.78,20.75,24.68,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,15.78,20.75,24.68,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1452.0,2011,"Correspondence, publication and regulatory clerks",10.25,24.068,33.7252,National Household Survey,2011,HOUR,13.831,28.096,35.1946,National Household Survey,2011,HOUR,10.25,23.975,37.4506,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1454.0,2011,Survey interviewers and statistical clerks,10.25,23.364,33.6374,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,10.25,24.933,30.4575,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1511.0,2011,"Mail, postal and related workers",10.25,23.0,25.0,Labour Force Survey,2012-2013,HOUR,10.25,23.0,25.0,Labour Force Survey,2012-2013,HOUR,10.25,23.0,25.0,Labour Force Survey,2012-2013,HOUR,10.25,23.0,25.0,Labour Force Survey,2012-2013,HOUR,10.25,21.0,25.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,10.25,21.0,25.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,10.25,21.0,25.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR
1512.0,2011,Letter carriers,21.0,24.94,26.0,Labour Force Survey,2012-2013,HOUR,21.0,24.94,26.0,Labour Force Survey,2012-2013,HOUR,22.9,24.63,33.33,Labour Force Survey,2012-2013,HOUR,21.0,24.94,26.0,Labour Force Survey,2012-2013,HOUR,17.82,24.0,25.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,21.0,24.94,26.0,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1513.0,2011,"Couriers, messengers and door-to-door distributors",10.25,10.67,25.0,Labour Force Survey,2012-2013,HOUR,10.25,10.67,25.0,Labour Force Survey,2012-2013,HOUR,10.25,10.5,23.0,Labour Force Survey,2012-2013,HOUR,10.25,10.67,25.0,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1521.0,2011,Shippers and receivers,10.75,17.0,27.5,Labour Force Survey,2012-2013,HOUR,10.75,17.0,27.5,Labour Force Survey,2012-2013,HOUR,10.75,17.0,27.37,Labour Force Survey,2012-2013,HOUR,10.75,17.0,27.5,Labour Force Survey,2012-2013,HOUR,10.75,17.0,27.5,Labour Force Survey,2012-2013,HOUR,10.75,17.0,27.5,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1522.0,2011,Storekeepers and partspersons,10.25,21.0,33.81,Labour Force Survey,2012-2013,HOUR,10.25,21.0,33.81,Labour Force Survey,2012-2013,HOUR,10.25,21.0,33.81,Labour Force Survey,2012-2013,HOUR,10.25,21.0,33.81,Labour Force Survey,2012-2013,HOUR,10.25,21.0,33.81,Labour Force Survey,2012-2013,HOUR,10.25,21.0,33.81,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,13.75,22.55,35.0,Employment Insurance Data,2012-2013,HOUR
1523.0,2011,Production logistics co-ordinators,12.5,20.0,35.0,Labour Force Survey,2012-2013,HOUR,12.5,20.0,35.0,Labour Force Survey,2012-2013,HOUR,12.5,20.0,35.0,Labour Force Survey,2012-2013,HOUR,12.5,20.0,35.0,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
1524.0,2011,Purchasing and inventory control workers,12.3,20.0,33.33,Labour Force Survey,2012-2013,HOUR,12.75,18.86,31.25,Labour Force Survey - Statistics Canada,2011-2012,HOUR,12.3,20.0,33.33,Labour Force Survey,2012-2013,HOUR,12.3,20.0,33.33,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,12.75,18.86,31.25,Labour Force Survey - Statistics Canada,2011-2012,HOUR
1525.0,2011,Dispatchers,11.25,21.1,34.0,Labour Force Survey,2012-2013,HOUR,11.25,21.1,34.0,Labour Force Survey,2012-2013,HOUR,11.25,21.1,34.0,Labour Force Survey,2012-2013,HOUR,12.0,19.995,32.1,Employment Insurance Data,2012-2013,HOUR,12.0,21.63,32.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,12.0,21.63,32.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,12.0,21.63,32.0,Labour Force Survey - Statistics Canada,2011-2012,HOUR
1526.0,2011,Transportation route and crew schedulers,12.896,23.899,42.2698,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,16.487,25.226,46.7914,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
2111.0,2011,Physicists and astronomers,16.294,43.69,74.7125,National Household Survey,2011,HOUR,10.25,36.49,52.42,2006 Census - Statistics Canada,2006,HOUR,16.98,43.209,66.58,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
2112.0,2011,Chemists,14.089,29.374,54.2834,National Household Survey,2011,HOUR,13.916,40.91,75.8355,National Household Survey,2011,HOUR,14.353,29.264,52.5961,National Household Survey,2011,HOUR,18.75,28.92,48.2,Employment Insurance Data,2011-2012,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
2113.0,2011,Geoscientists and oceanographers,20.51,34.62,64.1,Labour Force Survey,2012-2013,HOUR,12.5,37.98,63.08,Labour Force Survey - Statistics Canada,2011-2012,HOUR,26.67,37.8931,56.8397,Employment Insurance Data,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
2114.0,2011,Meteorologists and climatologists,34.777,44.311,53.7941,National Household Survey,2011,HOUR,10.25,38.89,40.39,2006 Census - Statistics Canada,2006,HOUR,35.027,43.85,58.0159,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
2115.0,2011,Other professional occupations in physical sciences,13.483,43.446,78.294,National Household Survey,2011,HOUR,,,,NA,NA,HOUR,13.404,42.564,81.6341,National Household Survey,2011,HOUR,10.25,29.12,42.94,2006 Census - Statistics Canada,2006,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
2121.0,2011,Biologists and related scientists,17.25,33.65,50.26,Labour Force Survey,2012-2013,HOUR,17.25,33.65,50.26,Labour Force Survey,2012-2013,HOUR,16.88,32.5,56.41,Labour Force Survey,2012-2013,HOUR,17.25,33.65,50.26,Labour Force Survey,2012-2013,HOUR,17.25,33.65,50.26,Labour Force Survey,2012-2013,HOUR,17.25,33.65,50.26,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,,,,NA,NA,HOUR,NA,NA,NA,NA,NA,HOUR
2122.0,2011,Forestry professionals,25.0,33.33,48.57,Labour Force Survey,2012-2013,HOUR,25.0,33.33,48.57,Labour Force Survey,2012-2013,HOUR,25.0,33.33,48.57,Labour Force Survey,2012-2013,HOUR,25.0,33.33,48.57,Labour Force Survey,2012-2013,HOUR,18.923,31.159,40.4928,National Household Survey,2011,HOUR,25.0,33.33,48.57,Labour Force Survey,2012-2013,HOUR,,,,NA,NA,HOUR,23.634,39.865,59.2842,National Household Survey,2011,HOUR,22.44,31.0,51.28,Labour Force Survey - Statistics Canada,2011-2012,HOUR
