census_year,noc_code,noc_description,wage_period,bc_low_10thpctl,bc_hgh_90thpctl,bc_median_wage,bc_ref_period,bc_data_source,vancvr_isld_coast_low_10thpctl,vancvr_isld_coast_hgh_90thpctl,vancvr_isld_coast_median_wage,vancvr_isld_coast_ref_period,vancvr_isld_coast_data_source,north_east_low_10thpctl,north_east_hgh_90thpctl,north_east_median_wage,north_east_ref_period,north_east_data_source,north_coast_low_10thpctl,north_coast_hgh_90thpctl,north_coast_median_wage,north_coast_ref_period,north_coast_data_source,thompson_okanagan_low_10thpctl,thompson_okanagan_hgh_90thpctl,thompson_okanagan_median_wage,thompson_okanagan_ref_period,thompson_okanagan_data_source,cariboo_low_10thpctl,cariboo_hgh_90thpctl,cariboo_median_wage,cariboo_ref_period,cariboo_data_source,mainland_sthwest_low_10thpctl,mainland_sthwest_hgh_90thpctl,mainland_southwest_median_wage,mainland_sthwest_ref_period,mainland_sthwest_data_source,kootenays_low_10thpctl,kootenays_hgh_90thpctl,kootenays_median_wage,kootenays_ref_period,kootenays_data_source,nechako_low_10thpctl,nechako_hgh_90thpctl,nechako_median_wage,nechako_data_source,nechako_ref_period
2011,6732,Specialized cleaners,HOUR,10.25,23,14.5,2012-2013,Labour Force Survey,10.25,23,14.5,2012-2013,Labour Force Survey,,,,,,,,,,,10.25,23,14.5,2012-2013,Labour Force Survey,10.5,21,12.75,2012-2013,Employment Insurance Data,10.25,25,15,2012-2013,Labour Force Survey,11,19,14.63,2011-2012,Employment Insurance Data,,,,,
2011,6733,"Janitors, caretakers and building superintendents",HOUR,10.25,25,17,2012-2013,Labour Force Survey,11,23.75,15,2012-2013,Labour Force Survey,10.25,25,17,2012-2013,Labour Force Survey,10.25,25,17,2012-2013,Labour Force Survey,10.25,23,17,2012-2013,Labour Force Survey,10.25,25,17,2012-2013,Labour Force Survey,10.25,25.96,16.75,2012-2013,Labour Force Survey,10.25,25,17,2012-2013,Labour Force Survey,10.25,25,17,Labour Force Survey,2012-2013
2011,6741,"Dry cleaning, laundry and related occupations",HOUR,12.15,19.25,16,2012-2013,Labour Force Survey,11.01,20.9318,17.938,2011,National Household Survey,,,,,,,,,,,12.15,19.25,16,2012-2013,Labour Force Survey,,,,,,12.15,19.25,16,2012-2013,Labour Force Survey,10.25,17.36,13.68,2006,2006 Census - Statistics Canada,,,,,
2011,6742,"Other service support occupations, n.e.c.",HOUR,10.25,17,11,2012-2013,Labour Force Survey,10.25,17,11,2012-2013,Labour Force Survey,,,,,,,,,,,10.25,15.69,11,2011-2012,Employment Insurance Data,,,,,,10.25,15.38,11,2012-2013,Labour Force Survey,,,,,,,,,,
2011,7201,"Contractors and supervisors, machining, metal forming, shaping and erecting trades and related occupations",HOUR,21,45.905,35.55,2012-2013,Employment Insurance Data,19.5,46.23,33.645,2012-2013,Employment Insurance Data,,,,,,,,,,,25,48.71,38.27,2012-2013,Employment Insurance Data,,,,,,21,43,34.3249,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,7202,"Contractors and supervisors, electrical trades and telecommunications occupations",HOUR,16,50.26,36.32,2012-2013,Labour Force Survey,16,50.26,36.32,2012-2013,Labour Force Survey,,,,,,,,,,,16,50.26,36.32,2012-2013,Labour Force Survey,22.69,45.67,35,2011-2012,Labour Force Survey - Statistics Canada,16,50.26,36.32,2012-2013,Labour Force Survey,22.69,45.67,35,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,7203,"Contractors and supervisors, pipefitting trades",HOUR,23,49.4,39,2012-2013,Employment Insurance Data,29,49.27,42.995,2012-2013,Employment Insurance Data,,,,,,,,,,,29,50,39.53,2012-2013,Employment Insurance Data,,,,,,20.9314,47.7,35,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,7204,"Contractors and supervisors, carpentry trades",HOUR,19,42,30,2012-2013,Employment Insurance Data,18.7,43.18,30,2012-2013,Employment Insurance Data,,,,,,,,,,,19.48,43.48,30,2012-2013,Employment Insurance Data,,,,,,19.3,40,30,2012-2013,Employment Insurance Data,20,43.48,32.96,2012-2013,Employment Insurance Data,,,,,
2011,7205,"Contractors and supervisors, other construction trades, installers, repairers and servicers",HOUR,15.2,38.46,32,2012-2013,Labour Force Survey,15.2,38.46,32,2012-2013,Labour Force Survey,17,36.82,32,2011-2012,Labour Force Survey - Statistics Canada,,,,,,15.2,38.46,32,2012-2013,Labour Force Survey,,,,,,18.5,37,33.5,2012-2013,Labour Force Survey,,,,,,,,,,
2011,7231,Machinists and machining and tooling inspectors,HOUR,22,38,31.25,2012-2013,Labour Force Survey,22,38,31.25,2012-2013,Labour Force Survey,,,,,,,,,,,22,38,31.25,2012-2013,Labour Force Survey,22,38,31.25,2012-2013,Labour Force Survey,22,37,30,2012-2013,Labour Force Survey,,,,,,,,,,
2011,7232,Tool and die makers,HOUR,16.407,40.5414,27.195,2011,National Household Survey,12.23,31.09,26.32,2006,2006 Census - Statistics Canada,,,,,,,,,,,18.11,40.75,24.93,2006,2006 Census - Statistics Canada,,,,,,19.158,45.3635,29.761,2011,National Household Survey,,,,,,,,,,
2011,7233,Sheet metal workers,HOUR,16.5,35.38,25.5,2012-2013,Labour Force Survey,17.0798,34.33,26,2012-2013,Employment Insurance Data,16,33.8,25,2011-2012,Labour Force Survey - Statistics Canada,,,,,,15.5,34,25.65,2012-2013,Employment Insurance Data,16,33.8,25,2011-2012,Labour Force Survey - Statistics Canada,16.5,35.38,25.5,2012-2013,Labour Force Survey,16,33.8,25,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,7234,Boilermakers,HOUR,26.68,42,36.54,2012-2013,Employment Insurance Data,26,42.5,36.54,2012-2013,Employment Insurance Data,,,,,,,,,,,28.88,42.03,36.54,2012-2013,Employment Insurance Data,32.13,40.23,36.53,2011-2012,Employment Insurance Data,26,41.71,36.54,2012-2013,Employment Insurance Data,31.31,43.25,36.54,2012-2013,Employment Insurance Data,,,,,
2011,7235,Structural metal and platework fabricators and fitters,HOUR,15,35.5,25.08,2012-2013,Labour Force Survey,15,35.5,25.08,2012-2013,Labour Force Survey,,,,,,,,,,,18.5,33.93,25,2012-2013,Employment Insurance Data,19,36.7,27.95,2012-2013,Employment Insurance Data,15,35.5,25.08,2012-2013,Labour Force Survey,15,35,26,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,7236,Ironworkers,HOUR,15,36.27,26,2012-2013,Labour Force Survey,18,40.06,28,2011-2012,Employment Insurance Data,,,,,,,,,,,15,35,27,2011-2012,Labour Force Survey - Statistics Canada,,,,,,15,35,26,2012-2013,Labour Force Survey,,,,,,,,,,
2011,7237,Welders and related machine operators,HOUR,15,37,26.4,2012-2013,Labour Force Survey,15,37,26.4,2012-2013,Labour Force Survey,13.01,49.55,32.45,2011,National Household Survey,22,40.63,30,2012-2013,Employment Insurance Data,19.25,36.5,26,2012-2013,Labour Force Survey,15,37,26.4,2012-2013,Labour Force Survey,15,37.5,26.5,2012-2013,Labour Force Survey,20,40.93,31.96,2012-2013,Employment Insurance Data,17.529,45.0331,34.909,National Household Survey,2011
2011,7241,Electricians (except industrial and power system),HOUR,15,38,27,2012-2013,Labour Force Survey,14,35,25,2012-2013,Labour Force Survey,15,38,27,2012-2013,Labour Force Survey,,,,,,11.596,39.351,25.292,2011,National Household Survey,15,38,27,2012-2013,Labour Force Survey,14,36,27,2012-2013,Labour Force Survey,10.25,44.5657,33.859,2011,National Household Survey,,,,,
2011,7242,Industrial electricians,HOUR,27,44,36,2012-2013,Labour Force Survey,27,44,36,2012-2013,Labour Force Survey,,,,,,,,,,,27,44,36,2012-2013,Labour Force Survey,27,44,36,2012-2013,Labour Force Survey,27,44,36,2012-2013,Labour Force Survey,23.5,38,34.28,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,7243,Power system electricians,HOUR,17.95,43.99,31.67,2006,2006 Census - Statistics Canada,19.97,59.79,32.47,2006,2006 Census - Statistics Canada,,,,,,,,,,,10.25,39.51,29.68,2006,2006 Census - Statistics Canada,,,,,,,,,,,31.9,42.51,34.32,2006,2006 Census - Statistics Canada,,,,,
2011,7244,Electrical power line and cable workers,HOUR,25,45,32.69,2012-2013,Labour Force Survey,22,46.67,29.52,2012-2013,Employment Insurance Data,,,,,,,,,,,25,38.19,32,2011-2012,Labour Force Survey - Statistics Canada,,,,,,25,45,32.69,2012-2013,Labour Force Survey,25,38.19,32,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,7245,Telecommunications line and cable workers,HOUR,18,32,24.49,2012-2013,Employment Insurance Data,10.91,36.92,27.25,2006,2006 Census - Statistics Canada,,,,,,,,,,,10.25,37.02,26.98,2006,2006 Census - Statistics Canada,,,,,,18,30.08,23.75,2012-2013,Employment Insurance Data,10.25,31.75,28.7,2006,2006 Census - Statistics Canada,,,,,
2011,7246,Telecommunications installation and repair workers,HOUR,15,35,30,2012-2013,Labour Force Survey,15,35,30,2012-2013,Labour Force Survey,19.86,32,27,2011-2012,Labour Force Survey - Statistics Canada,,,,,,15,35,30,2012-2013,Labour Force Survey,,,,,,17,34.3,29,2012-2013,Labour Force Survey,,,,,,,,,,
2011,7247,Cable television service and maintenance technicians,HOUR,20.683,73.122,32.055,2011,National Household Survey,10.25,35.3,28.68,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,,19.631,73.4578,39.126,2011,National Household Survey,,,,,,,,,,
2011,7251,Plumbers,HOUR,15.5,35,26,2012-2013,Labour Force Survey,15.5,35,26,2012-2013,Labour Force Survey,19.54,30.89,25,2012-2013,Employment Insurance Data,,,,,,15.4,34,24,2012-2013,Employment Insurance Data,16,36.4,25,2012-2013,Employment Insurance Data,15,34.62,25,2012-2013,Labour Force Survey,16.5,35,26.5,2012-2013,Employment Insurance Data,,,,,
2011,7252,"Steamfitters, pipefitters and sprinkler system installers",HOUR,17.5,44.62,31.2,2012-2013,Labour Force Survey,17.5,44.62,31.2,2012-2013,Labour Force Survey,19.64,39.63,29.33,2011-2012,Labour Force Survey - Statistics Canada,,,,,,17.5,44.62,31.2,2012-2013,Labour Force Survey,22,41,36.4,2011-2012,Employment Insurance Data,17.5,44.62,31.2,2012-2013,Labour Force Survey,19.64,39.63,29.33,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,7253,Gas fitters,HOUR,10.25,46.5925,27.241,2011,National Household Survey,12.85,30,22,2011-2012,Employment Insurance Data,,,,,,,,,,,15.5,32,24.5,2012-2013,Employment Insurance Data,15,31,23,2011-2012,Employment Insurance Data,10.25,40.058,23.798,2011,National Household Survey,15,31,23,2011-2012,Employment Insurance Data,,,,,
2011,7271,Carpenters,HOUR,14,32,23.5,2012-2013,Labour Force Survey,14,32,22,2012-2013,Labour Force Survey,10.25,46.74,24.7,2011,National Household Survey,14,32,23.5,2012-2013,Labour Force Survey,16,29.97,23,2012-2013,Labour Force Survey,14,32,23.5,2012-2013,Labour Force Survey,14,30,25,2012-2013,Labour Force Survey,14,32,23.5,2012-2013,Labour Force Survey,10.881,41.0017,24.721,National Household Survey,2011
2011,7272,Cabinetmakers,HOUR,10.25,35.009,20.18,2011,National Household Survey,15,26,19.5,2012-2013,Employment Insurance Data,,,,,,,,,,,10.374,43.8333,21.531,2011,National Household Survey,14,26.22,19.14,2011-2012,Employment Insurance Data,10.25,32.4677,20.794,2011,National Household Survey,12,21.8,19.82,2006,2006 Census - Statistics Canada,,,,,
2011,7281,Bricklayers,HOUR,19.75,37.49,28,2012-2013,Employment Insurance Data,19,37.65,27.25,2012-2013,Employment Insurance Data,,,,,,,,,,,20,37.08,29,2012-2013,Employment Insurance Data,,,,,,19,36,28.375,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,7282,Concrete finishers,HOUR,18,32.89,26,2012-2013,Employment Insurance Data,20,34,25,2012-2013,Employment Insurance Data,,,,,,,,,,,19,32.945,25,2012-2013,Employment Insurance Data,,,,,,18,32.75,26.32,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,7283,Tilesetters,HOUR,15,32,23.5,2012-2013,Employment Insurance Data,15,32,23.5,2012-2013,Employment Insurance Data,,,,,,,,,,,15,32,23.5,2012-2013,Employment Insurance Data,,,,,,15,33.53,24.3647,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,7284,"Plasterers, drywall installers and finishers and lathers",HOUR,15,31,24,2012-2013,Labour Force Survey,15.95,30,25,2012-2013,Employment Insurance Data,11,30,22,2011-2012,Labour Force Survey - Statistics Canada,,,,,,15,31,24,2012-2013,Labour Force Survey,,,,,,15,27,21,2012-2013,Labour Force Survey,,,,,,,,,,
2011,7291,Roofers and shinglers,HOUR,14,29,20,2012-2013,Labour Force Survey,14,29,20,2012-2013,Labour Force Survey,,,,,,,,,,,14,29,20,2012-2013,Labour Force Survey,15,31.27,22,2012-2013,Employment Insurance Data,15,30.75,21,2012-2013,Labour Force Survey,15.25,27,19,2012-2013,Employment Insurance Data,,,,,
2011,7292,Glaziers,HOUR,14,33,21,2012-2013,Labour Force Survey,14,33,21,2012-2013,Labour Force Survey,,,,,,,,,,,14,28,20.375,2012-2013,Employment Insurance Data,,,,,,14,33,21,2012-2013,Labour Force Survey,12,32.5,21,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,7293,Insulators,HOUR,16.5,37.81,26.3,2012-2013,Employment Insurance Data,17,40,25.155,2012-2013,Employment Insurance Data,,,,,,,,,,,16,39.6,24,2012-2013,Employment Insurance Data,,,,,,16,34.77,27.89,2012-2013,Employment Insurance Data,16.5,38.8,26.455,2012-2013,Employment Insurance Data,,,,,
2011,7294,Painters and decorators (except interior decorators),HOUR,12,26,18,2012-2013,Labour Force Survey,12,26,18,2012-2013,Labour Force Survey,12,25,18,2011-2012,Labour Force Survey - Statistics Canada,,,,,,12,26,18,2012-2013,Labour Force Survey,15,34.39,20,2012-2013,Employment Insurance Data,12,26,18,2012-2013,Labour Force Survey,15,27,20,2012-2013,Employment Insurance Data,,,,,
2011,7295,Floor covering installers,HOUR,15,30.71,24.14,2012-2013,Employment Insurance Data,14.0815,30.17,20,2012-2013,Employment Insurance Data,,,,,,,,,,,15,31.71,24,2011-2012,Employment Insurance Data,,,,,,15.09,32,25.8974,2012-2013,Employment Insurance Data,15,31.71,24,2011-2012,Employment Insurance Data,,,,,
2011,7301,"Contractors and supervisors, mechanic trades",HOUR,18.46,38.94,28.85,2012-2013,Labour Force Survey,18.46,38.94,28.85,2012-2013,Labour Force Survey,19.7,38,28.85,2011-2012,Labour Force Survey - Statistics Canada,,,,,,18.46,38.94,28.85,2012-2013,Labour Force Survey,,,,,,18,38.46,29,2012-2013,Labour Force Survey,,,,,,,,,,
2011,7302,"Contractors and supervisors, heavy equipment operator crews",HOUR,24.73,42,30.45,2012-2013,Labour Force Survey,19,38.34,29.85,2012-2013,Employment Insurance Data,24.73,42,30.45,2012-2013,Labour Force Survey,,,,,,20,43.67,29.455,2012-2013,Employment Insurance Data,24.73,42,30.45,2012-2013,Labour Force Survey,21,46.57,30,2012-2013,Labour Force Survey,24.851,56.8174,38.244,2011,National Household Survey,,,,,
2011,7303,"Supervisors, printing and related occupations",HOUR,14.33,38.1741,26.186,2011,National Household Survey,,,,,,,,,,,,,,,,,,,,,,,,,,14.239,38.01,25.987,2011,National Household Survey,,,,,,,,,,
2011,7304,"Supervisors, railway transport operations",HOUR,25.447,50.9308,37.466,2011,National Household Survey,,,,,,,,,,,,,,,,27.93,38.81,28.07,2006,2006 Census - Statistics Canada,22.85,43.41,30.02,2006,2006 Census - Statistics Canada,10.25,43.68,27.38,2006,2006 Census - Statistics Canada,,,,,,,,,,
2011,7305,"Supervisors, motor transport and other ground transit operators",HOUR,12.62,37,28.64,2012-2013,Labour Force Survey,10.25,37.62,27.39,2006,2006 Census - Statistics Canada,23.87,84.58,31.29,2006,2006 Census - Statistics Canada,,,,,,,,,,,10.25,40.96,28.35,2006,2006 Census - Statistics Canada,18.809,54.758,34.796,2011,National Household Survey,,,,,,,,,,
2011,7311,Construction millwrights and industrial mechanics,HOUR,18,40,30.14,2012-2013,Labour Force Survey,18,40,30.14,2012-2013,Labour Force Survey,18,40,30.14,2012-2013,Labour Force Survey,23,46.99,34.58,2012-2013,Employment Insurance Data,18,40,30.14,2012-2013,Labour Force Survey,18,40,30.14,2012-2013,Labour Force Survey,15,40.12,27,2012-2013,Labour Force Survey,18.12,41.145,32,2012-2013,Employment Insurance Data,18,40,30.14,Labour Force Survey,2012-2013
2011,7312,Heavy-duty equipment mechanics,HOUR,16,39,31,2012-2013,Labour Force Survey,18,39,28,2012-2013,Employment Insurance Data,16,39,31,2012-2013,Labour Force Survey,16,39,31,2012-2013,Labour Force Survey,16,39,31,2012-2013,Labour Force Survey,16,39,31,2012-2013,Labour Force Survey,14.42,39,32,2012-2013,Labour Force Survey,16,39,31,2012-2013,Labour Force Survey,16,39,31,Labour Force Survey,2012-2013
2011,7313,Refrigeration and air conditioning mechanics,HOUR,14,40.46,28,2012-2013,Labour Force Survey,15.13,37.82,26,2012-2013,Employment Insurance Data,,,,,,,,,,,14,40.46,28,2012-2013,Labour Force Survey,20,38.01,33,2010-2011,Labour Force Survey - Statistics Canada,14,40.46,28.15,2012-2013,Labour Force Survey,,,,,,,,,,
2011,7314,Railway carmen/women,HOUR,26.794,40.3752,31.119,2011,National Household Survey,,,,,,,,,,,,,,,,18.44,29.24,24.74,2006,2006 Census - Statistics Canada,10.25,34.39,31.77,2006,2006 Census - Statistics Canada,29.59,43.8683,33.091,2011,National Household Survey,,,,,,,,,,
2011,7315,Aircraft mechanics and aircraft inspectors,HOUR,21,40.87,31,2012-2013,Labour Force Survey,21,40.87,31,2012-2013,Labour Force Survey,,,,,,,,,,,21,40.87,31,2012-2013,Labour Force Survey,18,36,26,2011-2012,Labour Force Survey - Statistics Canada,21,40.87,31,2012-2013,Labour Force Survey,,,,,,,,,,
2011,7316,Machine fitters,HOUR,13.32,35.83,29.22,2011-2012,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,13.32,35.83,29.22,2011-2012,Employment Insurance Data,,,,,,,,,,
2011,7318,Elevator constructors and mechanics,HOUR,27,48.48,38.78,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,27.445,50.53,38.15,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",HOUR,16,37,27,2012-2013,Labour Force Survey,17,39,26,2012-2013,Labour Force Survey,16,37,27,2012-2013,Labour Force Survey,,,,,,16,37,27,2012-2013,Labour Force Survey,16,37,27,2012-2013,Labour Force Survey,15,37.6,27.5,2012-2013,Labour Force Survey,13.94,35,26,2011-2012,Labour Force Survey - Statistics Canada,16,37,27,Labour Force Survey,2012-2013
2011,7322,Motor vehicle body repairers,HOUR,13,36,26,2012-2013,Labour Force Survey,13,36,26,2012-2013,Labour Force Survey,,,,,,,,,,,13,36,26,2012-2013,Labour Force Survey,,,,,,15,36,26,2012-2013,Labour Force Survey,,,,,,,,,,
2011,7331,Oil and solid fuel heating mechanics,HOUR,15,34,23.75,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,7332,Appliance servicers and repairers,HOUR,10.25,32.857,20.127,2011,National Household Survey,10.25,29.0661,23.207,2011,National Household Survey,,,,,,,,,,,10.25,35.6724,17.877,2011,National Household Survey,10.25,27.13,20.62,2006,2006 Census - Statistics Canada,10.25,34.0567,22.318,2011,National Household Survey,,,,,,,,,,
2011,7333,Electrical mechanics,HOUR,15.842,48.2572,35.316,2011,National Household Survey,10.25,38.35,17.62,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,,15.425,44.8165,33.645,2011,National Household Survey,,,,,,,,,,
2011,7334,"Motorcycle, all-terrain vehicle and other related mechanics",HOUR,10.25,33.5395,24.659,2011,National Household Survey,10.68,21.5,17.78,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,,,,,,10.25,34.2828,24.553,2011,National Household Survey,,,,,,,,,,
2011,7335,Other small engine and small equipment repairers,HOUR,14.497,34.6621,23.588,2011,National Household Survey,12.238,27.3154,20.023,2011,National Household Survey,,,,,,,,,,,13,25,18.5,2011-2012,Employment Insurance Data,13,25,18.25,2011-2012,Employment Insurance Data,24.957,45.074,32.958,2011,National Household Survey,13,33.7,23.69,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,7361,Railway and yard locomotive engineers,HOUR,26.461,49.0246,41.442,2011,National Household Survey,,,,,,,,,,,,,,,,28.401,46.6864,42.39,2011,National Household Survey,,,,,,20.447,49.9336,34.099,2011,National Household Survey,,,,,,,,,,
2011,7362,Railway conductors and brakemen/women,HOUR,16.83,38.46,30.04,2012-2013,Labour Force Survey,,,,,,26.26,39.91,27.55,2006,2006 Census - Statistics Canada,,,,,,16.83,38.46,30.04,2012-2013,Labour Force Survey,16.83,38.46,30.04,2012-2013,Labour Force Survey,16.83,38.46,30.04,2012-2013,Labour Force Survey,18.36,35.24,27,2011-2012,Employment Insurance Data,,,,,
2011,7371,Crane operators,HOUR,22,46,31,2012-2013,Labour Force Survey,22,46,31,2012-2013,Labour Force Survey,,,,,,,,,,,21,40.88,31.5,2012-2013,Employment Insurance Data,19.11,31.97,27.93,2006,2006 Census - Statistics Canada,22,46,31,2012-2013,Labour Force Survey,17.72,38,28,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,7372,"Drillers and blasters - surface mining, quarrying and construction",HOUR,20,35.3,29.62,2012-2013,Employment Insurance Data,23.65,36.2845,29.675,2012-2013,Employment Insurance Data,,,,,,,,,,,22,40,30,2012-2013,Employment Insurance Data,,,,,,18,33.16,29.15,2012-2013,Employment Insurance Data,20.158,32.7,30,2012-2013,Employment Insurance Data,,,,,
2011,7373,Water well drillers,HOUR,19,31,24,2012-2013,Employment Insurance Data,19,30,24.15,2011-2012,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2011,7381,Printing press operators,HOUR,15,33,22,2012-2013,Labour Force Survey,15,34,28.85,2011-2012,Labour Force Survey - Statistics Canada,,,,,,,,,,,15,34,28.85,2011-2012,Labour Force Survey - Statistics Canada,,,,,,15,33,29.42,2012-2013,Labour Force Survey,,,,,,,,,,
2011,7384,"Other trades and related occupations, n.e.c.",HOUR,15,33.47,22,2011-2012,Employment Insurance Data,15.5,33.72,22,2011-2012,Employment Insurance Data,15,33.47,22,2011-2012,Employment Insurance Data,,,,,,16,29,22,2011-2012,Employment Insurance Data,,,,,,14,33.47,21.75,2011-2012,Employment Insurance Data,15,33.47,22,2011-2012,Employment Insurance Data,,,,,
2011,7441,Residential and commercial installers and servicers,HOUR,14,35,19,2012-2013,Labour Force Survey,14,35,19,2012-2013,Labour Force Survey,,,,,,,,,,,14,35,19,2012-2013,Labour Force Survey,13,31,20,2011-2012,Labour Force Survey - Statistics Canada,14.75,36,18,2012-2013,Labour Force Survey,,,,,,,,,,
2011,7442,Waterworks and gas maintenance workers,HOUR,17.345,52.1009,28.18,2011,National Household Survey,18.44,39.19,24.14,2006,2006 Census - Statistics Canada,10.32,36.78,20.32,2006,2006 Census - Statistics Canada,,,,,,,,,,,,,,,,17.233,51.1125,27.941,2011,National Household Survey,10.25,57.11,21.75,2006,2006 Census - Statistics Canada,,,,,
2011,7444,Pest controllers and fumigators,HOUR,11.798,32.3592,25.293,2011,National Household Survey,,,,,,,,,,,,,,,,10.25,42.79,17.07,2006,2006 Census - Statistics Canada,,,,,,11.78,32.2812,26.985,2011,National Household Survey,,,,,,,,,,
2011,7445,Other repairers and servicers,HOUR,10.25,26,16.5,2012-2013,Labour Force Survey,10.25,26,16.5,2012-2013,Labour Force Survey,,,,,,,,,,,11.09,19.56,14.5,2011-2012,Employment Insurance Data,,,,,,10.25,26,16.5,2012-2013,Labour Force Survey,,,,,,,,,,
2011,7451,Longshore workers,HOUR,18.5,50,35,2012-2013,Labour Force Survey,,,,,,,,,,,,,,,,,,,,,,,,,,24,50,35,2012-2013,Labour Force Survey,,,,,,,,,,
2011,7452,Material handlers,HOUR,10.75,28.85,17,2012-2013,Labour Force Survey,11,30,16,2012-2013,Labour Force Survey,15.75,30,21.5,2012-2013,Employment Insurance Data,10.75,28.85,17,2012-2013,Labour Force Survey,10.5,31.25,22.59,2012-2013,Labour Force Survey,12,27.1,18,2012-2013,Employment Insurance Data,10.75,27.43,16,2012-2013,Labour Force Survey,12,27.24,17,2012-2013,Employment Insurance Data,10.75,28.85,17,Labour Force Survey,2012-2013
2011,7511,Transport truck drivers,HOUR,13.75,34,23,2012-2013,Labour Force Survey,13.5,30,23.48,2012-2013,Labour Force Survey,20,39,30,2012-2013,Labour Force Survey,13.75,34,23,2012-2013,Labour Force Survey,16,33,23.24,2012-2013,Labour Force Survey,15.38,33.35,25,2012-2013,Labour Force Survey,13,32,22,2012-2013,Labour Force Survey,15,40,25,2012-2013,Labour Force Survey,23,35.4,27.4,Employment Insurance Data,2012-2013
2011,7512,"Bus drivers, subway operators and other transit operators",HOUR,15,29.5,24,2012-2013,Labour Force Survey,15,29.5,24,2012-2013,Labour Force Survey,20,25,22.91,2012-2013,Employment Insurance Data,,,,,,15,25.88,23.51,2012-2013,Employment Insurance Data,14,29.28,23.35,2011-2012,Labour Force Survey - Statistics Canada,14,29.5,24,2012-2013,Labour Force Survey,17,25.5,22.58,2012-2013,Employment Insurance Data,,,,,
2011,7513,Taxi and limousine drivers and chauffeurs,HOUR,10.25,30,19.77,2012-2013,Labour Force Survey,10.25,30,19.77,2012-2013,Labour Force Survey,10.25,30,16.1,2011-2012,Labour Force Survey - Statistics Canada,,,,,,10.25,30,19.77,2012-2013,Labour Force Survey,10.25,30,16.1,2011-2012,Labour Force Survey - Statistics Canada,10.25,30,19.77,2012-2013,Labour Force Survey,,,,,,,,,,
2011,7514,Delivery and courier service drivers,HOUR,10.25,27,16.7,2012-2013,Labour Force Survey,10.25,27,16.7,2012-2013,Labour Force Survey,10.4,27.36,18,2011-2012,Labour Force Survey - Statistics Canada,,,,,,10.25,27,16.7,2012-2013,Labour Force Survey,10.25,27,16.7,2012-2013,Labour Force Survey,10.25,27,17,2012-2013,Labour Force Survey,10.25,22,15.2996,2012-2013,Employment Insurance Data,,,,,
2011,7521,Heavy equipment operators (except crane),HOUR,19.23,34,28,2012-2013,Labour Force Survey,15.46,35.77,26,2012-2013,Labour Force Survey,24,35,29,2012-2013,Employment Insurance Data,19.23,34,28,2012-2013,Labour Force Survey,19.4,30,25,2012-2013,Labour Force Survey,19.23,34,28,2012-2013,Labour Force Survey,19,34,29,2012-2013,Labour Force Survey,20,33.48,27,2011-2012,Employment Insurance Data,19.23,34,28,Labour Force Survey,2012-2013
2011,7522,Public works maintenance equipment operators and related workers,HOUR,18.72,29.7,25.3,2012-2013,Labour Force Survey,18.72,29.7,25.3,2012-2013,Labour Force Survey,14.8,32.05,22.4,2011-2012,Labour Force Survey - Statistics Canada,,,,,,18.72,29.7,25.3,2012-2013,Labour Force Survey,12.5,27.2,23.05,2012-2013,Employment Insurance Data,18.72,29.7,25.3,2012-2013,Labour Force Survey,14.8,32.05,22.4,2011-2012,Labour Force Survey - Statistics Canada,,,,,
2011,7531,Railway yard and track maintenance workers,HOUR,20.11,30,26.67,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,20.11,31,25.91,2012-2013,Employment Insurance Data,10.25,44.81,27.43,2006,2006 Census - Statistics Canada,18,30,27.07,2012-2013,Employment Insurance Data,,,,,,,,,,
2011,7532,Water transport deck and engine room crew,HOUR,17.25,32,25,2012-2013,Employment Insurance Data,16,31,25,2012-2013,Employment Insurance Data,,,,,,,,,,,,,,,,,,,,,18,33,28.25,2012-2013,Employment Insurance Data,,,,,,,,,,
